X,Y,id,left_fm,right_fm,min_offset,strat_offset
500617.085886445,7499307.997641714,Fault_2689,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
500786.763953235,7499091.99547198,Fault_2689,Boolgeeda_Iron_Formation,Woongarra_Rhyolite,0.0,001
500973.58851365,7498854.244292321,Fault_2689,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
501379.022424275,7498375.24385611,Fault_2689,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
501896.70597045496,7497714.751872744,Fault_2689,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
502298.87610761996,7497177.254274225,Fault_2689,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
502518.99912200996,7496904.00604894,Fault_2689,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
502717.86567244504,7496600.5044216495,Fault_2689,Woongarra_Rhyolite,Weeli_Wolli_Formation,0.0,001
503180.15288074,7495953.506473865,Fault_2689,Weeli_Wolli_Formation,Weeli_Wolli_Formation,0.0,000
506321.06570977,7508474.81629269,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
507128.61241356505,7507786.331539645,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
507888.235732535,7507050.33975004,Fault_2843,Weeli_Wolli_Formation,Weeli_Wolli_Formation,0.0,000
508416.29039932496,7506430.0959329605,Fault_2843,Woongarra_Rhyolite,Weeli_Wolli_Formation,0.0,001
508773.119977405,7505929.34896092,Fault_2843,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
509064.81894454,7505527.775887961,Fault_2843,Boolgeeda_Iron_Formation,Woongarra_Rhyolite,0.0,001
509183.570862025,7505366.031832775,Fault_2843,Boolgeeda_Iron_Formation,Woongarra_Rhyolite,0.0,001
509293.63078217,7505232.35459175,Fault_2843,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
509512.339871195,7504971.105055289,Fault_2843,Turee_Creek_Group,Boolgeeda_Iron_Formation,0.0,001
509711.051544375,7504732.862476335,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
509926.98000294,7504493.369680615,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
510313.3508573,7504169.873912185,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
510865.50426912,7503816.42811569,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
511236.50911680504,7503601.181383984,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
511660.92932025,7503373.382752474,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
512199.01345528,7502987.132069575,Fault_2843,Turee_Creek_Group,Turee_Creek_Group,0.0,000
512430.68567093497,7502735.22631035,Fault_2843,Turee_Creek_Group,Boolgeeda_Iron_Formation,0.0,001
512643.259554655,7502509.733372524,Fault_2843,Turee_Creek_Group,Boolgeeda_Iron_Formation,0.0,001
512910.939149195,7502147.395613819,Fault_2843,Turee_Creek_Group,Woongarra_Rhyolite,237.0,002
513062.284353845,7501876.150579315,Fault_2843,Boolgeeda_Iron_Formation,Woongarra_Rhyolite,0.0,001
513242.220690305,7501582.895796355,Fault_2843,Boolgeeda_Iron_Formation,Woongarra_Rhyolite,0.0,001
513564.461447455,7501141.895338605,Fault_2843,Woongarra_Rhyolite,Weeli_Wolli_Formation,0.0,001
513840.165471335,7500836.1493877005,Fault_2843,Woongarra_Rhyolite,Brockman_Iron_Formation,184.0,002
514177.79868633,7500538.40306115,Fault_2843,Weeli_Wolli_Formation,Brockman_Iron_Formation,0.0,001
514459.10754420504,7500290.409550995,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
514935.44612954,7499918.6621694695,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
515635.35743807,7499329.41100066,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
515914.80982713006,7499063.163399825,Fault_2843,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
516011.10584966,7498981.169740111,Fault_2843,Brockman_Iron_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,001
516108.37667610997,7498898.41688426,Fault_2843,Brockman_Iron_Formation,Wittenoom_Formation,86.0,002
516266.10138792,7498784.41665014,Fault_2843,Brockman_Iron_Formation,Wittenoom_Formation,86.0,002
516423.24577776,7498667.175941635,Fault_2843,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Wittenoom_Formation,0.0,001
516666.29641536996,7498421.430500355,Fault_2843,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Marra_Mamba_Iron_Formation,250.0,002
516941.507161145,7498149.429494215,Fault_2843,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Jeerinah_Formation,353.0,003
517225.299746615,7497891.6638675,Fault_2843,Wittenoom_Formation,Jeerinah_Formation,103.0,002
517463.633339665,7497674.66008588,Fault_2843,Wittenoom_Formation,Jeerinah_Formation,103.0,002
517660.82951343,7497439.671058635,Fault_2843,Marra_Mamba_Iron_Formation,Jeerinah_Formation,0.0,001
517920.329764225,7497070.17480935,Fault_2843,Bunjinah_Formation,Jeerinah_Formation,250.0,002
518188.35569358,7496600.924623854,Fault_2843,Bunjinah_Formation,Jeerinah_Formation,250.0,002
518576.61080676,7496000.67430094,Fault_2843,Bunjinah_Formation,Jeerinah_Formation,250.0,002
518901.447099525,7495438.680569065,Fault_2843,Bunjinah_Formation,Bunjinah_Formation,0.0,000
519138.25055645435,7494890.538272179,Fault_2843,Bunjinah_Formation,Bunjinah_Formation,0.0,000
540206.4074135493,7494721.889065199,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
539779.89864136,7495451.961240145,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
539407.8379826399,7496112.705608156,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
539211.7574761501,7496397.628814304,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
538813.514467475,7496896.373189835,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
538354.53957084,7497328.611898875,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
537822.0637047449,7497691.11267434,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
537257.50189363,7497993.36466391,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
536698.9520962101,7498219.110092141,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
536152.844590635,7498387.3544313405,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
535682.89221859,7498520.3594418,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
534977.79313851,7498689.857568935,Fault_2997,Bunjinah_Formation,Bunjinah_Formation,0.0,000
526100.19317704,7494858.823824154,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525915.868228375,7495426.008770385,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525825.92786545,7495904.01423073,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525824.9873874,7496378.263755935,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525825.80636437,7497208.764447626,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525807.2933167,7497988.51507309,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
525423.45406124,7498859.26863813,Fault_3496,Bunjinah_Formation,Bunjinah_Formation,0.0,000
524842.7164834449,7499772.519298125,Fault_3496,Jeerinah_Formation,Jeerinah_Formation,0.0,000
524554.538760835,7500140.261484455,Fault_3496,Jeerinah_Formation,Jeerinah_Formation,0.0,000
524380.694771105,7500314.5136757195,Fault_3496,Marra_Mamba_Iron_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,250.0,002
524067.99186284,7500628.009613915,Fault_3496,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,000
523851.10250798997,7500835.25024916,Fault_3496,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,000
523695.84965556,7500947.5011018645,Fault_3496,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Brockman_Iron_Formation,0.0,001
523333.741033255,7501220.99546125,Fault_3496,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Brockman_Iron_Formation,0.0,001
522806.28687471,7501627.99463402,Fault_3496,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
522472.11669497,7501885.995526025,Fault_3496,Brockman_Iron_Formation,Weeli_Wolli_Formation,0.0,001
522305.75863340497,7502014.24495741,Fault_3496,Weeli_Wolli_Formation,Weeli_Wolli_Formation,0.0,000
537176.1214442925,7495083.431696754,Fault_3498,Bunjinah_Formation,Bunjinah_Formation,0.0,000
536713.0681862,7495739.167045335,Fault_3498,Bunjinah_Formation,Bunjinah_Formation,0.0,000
535524.77098444,7497372.6077899,Fault_3498,Bunjinah_Formation,Bunjinah_Formation,0.0,000
534409.64716328,7498901.849952284,Fault_3498,Bunjinah_Formation,Bunjinah_Formation,0.0,000
534275.139213685,7499091.099996684,Fault_3498,Jeerinah_Formation,Bunjinah_Formation,250.0,002
533747.6361611099,7499833.35078282,Fault_3498,Jeerinah_Formation,Jeerinah_Formation,0.0,000
533162.060169305,7500669.35043704,Fault_3498,Jeerinah_Formation,Marra_Mamba_Iron_Formation,0.0,001
533009.61534876,7500919.599666415,Fault_3498,Marra_Mamba_Iron_Formation,Marra_Mamba_Iron_Formation,0.0,000
532947.526002905,7501057.1000913,Fault_3498,Marra_Mamba_Iron_Formation,Wittenoom_Formation,0.0,001
532891.87743655,7501180.3553781845,Fault_3498,Wittenoom_Formation,Wittenoom_Formation,0.0,000
532745.6321377,7501359.104970476,Fault_3498,Wittenoom_Formation,Wittenoom_Formation,0.0,000
532581.134546955,7501559.605710035,Fault_3498,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Wittenoom_Formation,0.0,001
532470.75906573,7501754.355888525,Fault_3498,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,000
532265.984129425,7502021.09968159,Fault_3498,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Brockman_Iron_Formation,0.0,001
531971.76357975,7502334.6053088,Fault_3498,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
531509.323819305,7502813.858452935,Fault_3498,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
531148.89531954,7503183.107498094,Fault_3498,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
530972.5901121851,7503366.605839205,Fault_3498,Brockman_Iron_Formation,Weeli_Wolli_Formation,0.0,001
530654.55576519,7503697.855352839,Fault_3498,Weeli_Wolli_Formation,Weeli_Wolli_Formation,0.0,000
530393.53998756,7503969.6046396,Fault_3498,Weeli_Wolli_Formation,Woongarra_Rhyolite,0.0,001
530253.452133495,7504115.351666345,Fault_3498,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
500828.07767024613,7495076.432547004,Fault_6205,Brockman_Iron_Formation,Weeli_Wolli_Formation,0.0,001
499937.07927739504,7495676.97024072,Fault_6205,Brockman_Iron_Formation,Weeli_Wolli_Formation,0.0,001
499305.459500855,7496039.7207905445,Fault_6205,Weeli_Wolli_Formation,Weeli_Wolli_Formation,0.0,000
498926.7857008,7496258.48314979,Fault_6205,Weeli_Wolli_Formation,Woongarra_Rhyolite,0.0,001
498720.386120415,7496394.47650384,Fault_6205,Weeli_Wolli_Formation,Woongarra_Rhyolite,0.0,001
498432.245379185,7496585.217119765,Fault_6205,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
497907.91049824003,7496828.968275775,Fault_6205,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
497396.076724675,7497045.015597385,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
496866.781329695,7497276.754837286,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
496033.65475970996,7497753.18482892,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
495450.30252945,7498230.432321856,Fault_6205,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
495157.120066705,7498539.940819335,Fault_6205,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
494983.77301759,7498783.193600455,Fault_6205,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
494747.400045195,7499152.68958844,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
494227.218651945,7499724.689913135,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
493697.44827958755,7500201.923354676,Fault_6205,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
494237.95043761004,7500915.445245175,Fault_12645,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
494861.01038937,7500507.9523905795,Fault_12645,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
495197.477769185,7500268.45633385,Fault_12645,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
495616.843999485,7499872.954092135,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
496103.39281452,7499424.4545981,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
496319.045343225,7499244.714126435,Fault_12645,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
496973.50991683,7498724.71828397,Fault_12645,Boolgeeda_Iron_Formation,Boolgeeda_Iron_Formation,0.0,000
497645.1464329,7498198.69549434,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
498019.17105521,7497908.86288054,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
498437.877391215,7497584.386552636,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
498688.61450185,7497405.714683705,Fault_12645,Woongarra_Rhyolite,Boolgeeda_Iron_Formation,0.0,001
498868.335891785,7497309.716740426,Fault_12645,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
499270.265263675,7497128.97932599,Fault_12645,Woongarra_Rhyolite,Woongarra_Rhyolite,0.0,000
520972.07882033,7501214.72941201,Fault_12647,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
521833.709781185,7500532.2352109,Fault_12647,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Wittenoom_Formation,0.0,001
522164.515019855,7500210.23633585,Fault_12647,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Wittenoom_Formation,0.0,001
522776.914055845,7499349.98644428,Fault_12647,Jeerinah_Formation,Jeerinah_Formation,0.0,000
523361.089962275,7498529.2352448795,Fault_12647,Bunjinah_Formation,Jeerinah_Formation,250.0,002
523775.1313782,7498036.74744027,Fault_12647,Bunjinah_Formation,Bunjinah_Formation,0.0,000
524306.7046464151,7497123.76091646,Fault_12647,Bunjinah_Formation,Bunjinah_Formation,0.0,000
524609.35655126,7495956.497081665,Fault_12647,Bunjinah_Formation,Bunjinah_Formation,0.0,000
524871.0796680055,7494968.815696424,Fault_12647,Bunjinah_Formation,Bunjinah_Formation,0.0,000
546848.551134445,7512427.204089396,Fault_12658,Marra_Mamba_Iron_Formation,Marra_Mamba_Iron_Formation,0.0,000
547270.3835572801,7511969.38827136,Fault_12658,Jeerinah_Formation,Jeerinah_Formation,0.0,000
547498.63117601,7511739.39084013,Fault_12658,Jeerinah_Formation,Jeerinah_Formation,0.0,000
547666.0253529199,7511541.385216456,Fault_12658,Fortescue_Group,Fortescue_Group,0.0,000
547902.919114185,7511209.140848645,Fault_12658,Jeerinah_Formation,Fortescue_Group,0.0,001
548114.59988954,7510927.88561893,Fault_12658,Jeerinah_Formation,Jeerinah_Formation,0.0,000
548256.641065415,7510710.629233405,Fault_12658,Bunjinah_Formation,Jeerinah_Formation,250.0,002
548463.000795475,7510252.69227707,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548672.44903345,7509833.532479025,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548796.21450859,7509413.937988855,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548939.94642482,7508626.474807721,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548963.517379435,7507681.994680765,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548864.1097027101,7505679.014812695,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548738.0445752,7503647.49516265,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548681.793743025,7502674.64169246,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548719.33336192,7501944.7474062,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
548948.571034475,7501460.420124695,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
549173.762361635,7501245.05666841,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
549765.54387998,7500868.173554895,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
550786.42714349,7500206.5936884545,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
551325.80227729,7499828.44261726,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
551683.589006345,7499555.361181085,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
552297.31450761,7499114.004400875,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
552704.73652835,7498835.41625414,Fault_12658,Bunjinah_Formation,Bunjinah_Formation,0.0,000
509892.141454115,7513859.354877375,Fault_12660,Bunjinah_Formation,Bunjinah_Formation,0.0,000
510530.51561928,7513041.860162925,Fault_12660,Bunjinah_Formation,Bunjinah_Formation,0.0,000
511178.80620182,7512296.86323121,Fault_12660,Bunjinah_Formation,Bunjinah_Formation,0.0,000
511549.79612279497,7511874.68444586,Fault_12660,Jeerinah_Formation,Bunjinah_Formation,250.0,002
511714.02151791,7511641.437960535,Fault_12660,Jeerinah_Formation,Bunjinah_Formation,250.0,002
512057.999640545,7511295.379957965,Fault_12660,Fortescue_Group,Jeerinah_Formation,0.0,001
512388.832320365,7511060.826903065,Fault_12660,Jeerinah_Formation,Fortescue_Group,0.0,001
512639.316880985,7510906.58110033,Fault_12660,Jeerinah_Formation,Fortescue_Group,0.0,001
512996.38069636,7510698.139502184,Fault_12660,Jeerinah_Formation,Jeerinah_Formation,0.0,000
513356.32986938,7510523.185521175,Fault_12660,Fortescue_Group,Jeerinah_Formation,0.0,001
513975.288731865,7510300.197160905,Fault_12660,Fortescue_Group,Jeerinah_Formation,0.0,001
514563.724400085,7510101.125816755,Fault_12660,Jeerinah_Formation,Marra_Mamba_Iron_Formation,0.0,001
514821.014493445,7510039.3806731645,Fault_12660,Jeerinah_Formation,Marra_Mamba_Iron_Formation,0.0,001
515182.88827153,7509916.13372198,Fault_12660,Marra_Mamba_Iron_Formation,Marra_Mamba_Iron_Formation,0.0,000
515578.92431771,7509781.887715125,Fault_12660,Marra_Mamba_Iron_Formation,Wittenoom_Formation,0.0,001
515906.581306935,7509691.1816428155,Fault_12660,Wittenoom_Formation,Wittenoom_Formation,0.0,000
516787.159930015,7509582.697071856,Fault_12660,Wittenoom_Formation,Wittenoom_Formation,0.0,000
517635.46934888,7509507.214606215,Fault_12660,Wittenoom_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,001
517907.304777645,7509474.46891579,Fault_12660,Wittenoom_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,001
518490.263476755,7509391.469260635,Fault_12660,Wittenoom_Formation,Brockman_Iron_Formation,86.0,002
519110.108974485,7509301.9796213545,Fault_12660,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Brockman_Iron_Formation,0.0,001
519925.58753069,7509184.251384895,Fault_12660,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
520817.1430375,7509084.011657565,Fault_12660,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
504860.739525515,7512298.802045945,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
505916.095609125,7511927.203094515,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
506319.26057558495,7511788.208714414,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
506936.76314302,7511561.820144884,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
507818.955857815,7511191.08433345,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
508494.06450881,7510735.595312661,Fault_14378,Jeerinah_Formation,Jeerinah_Formation,0.0,000
508910.390751385,7510296.828197585,Fault_14378,Jeerinah_Formation,Marra_Mamba_Iron_Formation,0.0,001
509117.68146927503,7510006.073552265,Fault_14378,Jeerinah_Formation,Marra_Mamba_Iron_Formation,0.0,001
509221.564739805,7509856.840476604,Fault_14378,Marra_Mamba_Iron_Formation,Marra_Mamba_Iron_Formation,0.0,000
509375.90970007004,7509604.84626043,Fault_14378,Marra_Mamba_Iron_Formation,Wittenoom_Formation,0.0,001
509554.21590941504,7509313.857513174,Fault_14378,Wittenoom_Formation,Wittenoom_Formation,0.0,000
509692.744870035,7509130.360250215,Fault_14378,Wittenoom_Formation,Wittenoom_Formation,0.0,000
509927.278271325,7508848.103424851,Fault_14378,Wittenoom_Formation,Mount_McRae_Shale_and_Mount_Sylvia_Formation,0.0,001
510077.818658565,7508667.103224261,Fault_14378,Wittenoom_Formation,Brockman_Iron_Formation,86.0,002
510258.103819385,7508528.11371933,Fault_14378,Wittenoom_Formation,Brockman_Iron_Formation,86.0,002
510670.01384375,7508226.625384251,Fault_14378,Mount_McRae_Shale_and_Mount_Sylvia_Formation,Brockman_Iron_Formation,0.0,001
511367.426938685,7507836.629038446,Fault_14378,Brockman_Iron_Formation,Brockman_Iron_Formation,0.0,000
